"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HN02","HN02_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","HX02","HX02_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LN02","LN02_ATTRIBUTES","LX01","LX01_ATTRIBUTES","LX02","LX02_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MN02","MN02_ATTRIBUTES","MX01","MX01_ATTRIBUTES","MX02","MX02_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USC00116344","2018-07","40.1101","-87.9567","205.7","OGDEN, IL US","1.4",",7","390.0","7","144.3",",7","8",",7","6",",7","2",",7","0",",7","0",",7","0",",7","0",",7","0",",7","30",",7","2",",7","28","","20180708",",,7","20180731","+,,7","20180731","+,,7","","","20180706",",,7","20180705","+,,7","13.9",",7,08,","0",",,7,31,+","0",",,7,31,+","35.6",",,7,06,","32.2",",7,05,+","125.1",",,,7","0.8","7","  25.0",",,,7,3,2","  25.6",",,,7,5,2","0.8",",7","  30.0",",,,7,3,2","  28.3",",,,7,5,2","  18.3",",,,7,3,2","  21.7",",,,7,5,2","  21.1",",,,7,3,2","  22.8",",,,7,5,2","  21.9",",,,7,3,2","  23.9",",,,7,5,2","  26.4",",,,7,3,2","  25.8",",,,7,5,2","101.2",",,,7","0",",,,7","22.96",",7","27.82",",,,7","18.11",",,,7","270",",7","13.9",",7"
"USC00116344","2018-08","40.1101","-87.9567","205.7","OGDEN, IL US","1.5",",7","541.4","7","151.4",",7","13",",7","7",",7","0",",7","0",",7","0",",7","0",",7","0",",7","0",",7","31",",7","3",",7","27","","20180824",",,7","20180831","+,,7","20180831","+,,7","2","","20180821","+,,7","20180829",",,7","13.3",",7,24,","0",",,7,31,+","0",",,7,31,+","21.6",",,7,21,+","32.8",",7,29,","98.8",",,,7","0.8","7","  22.8",",,,7,3,2","  25.0",",,,7,5,2","0.0",",7","  27.8",",,,7,3,2","  26.7",",,,7,5,2","  16.7",",,,7,3,2","  20.6",",,,7,5,2","  18.9",",,,7,3,2","  22.2",",,,7,5,2","  20.1",",,,7,3,2","  23.2",",,,7,5,2","  24.0",",,,7,3,2","  25.0",",,,7,5,2","90.8",",,,7","0",",,,7","23.22",",7","27.85",",,,7","18.58",",,,7","292",",7","15.2",",7"
"USC00116344","2018-09","40.1101","-87.9567","205.7","OGDEN, IL US","2.5",",7","662.7","7","121.3",",7","8",",7","7",",7","2",",7","0",",7","0",",7","0",",7","0",",7","0",",7","24",",7","9",",7","17","","20180929",",,7","20180930","+,,7","20180930","+,,7","1","","20180908",",,7","20180906",",,7","8.3",",7,29,","0",",,7,30,+","0",",,7,30,+","107.4",",,7,08,","34.4",",7,06,","73.9",",,,7","25.3","7","  20.6",",,,7,3,2","  23.9",",,,7,5,2","24.5",",7","  24.4",",,,7,3,2","  26.1",",,,7,5,2","  11.7",",,,7,3,2","  16.7",",,,7,5,2","  13.3",",,,7,3,2","  17.2",",,,7,5,2","  16.6",",,,7,3,2","  21.0",",,,7,5,2","  20.3",",,,7,3,2","  22.9",",,,7,5,2","190.5",",,,7","0",",,,7","21.56",",7","27.13",",,,7","16.00",",,,7","337",",7","13.9",",7"
"USC00116344","2018-10","40.1101","-87.9567","205.7","OGDEN, IL US","2.9",",7","702.5","7","39.8",",7","13",",7","7",",7","0",",7","0",",7","0",",7","0",",7","5",",7","0",",7","12",",7","0",",7","19","","20181022",",,7","20181031","+,,7","20181013",",,7","","","20181007",",,7","20181004",",,7","-2.8",",7,22,","0",",,7,31,+","0",",T,7,13,","20.6",",,7,07,","31.7",",7,04,","47.1",",,,7","236.8","7","  16.7",",,,7,3,2","  21.1",",,,7,5,2","211.5",",7","  18.9",",,,7,3,2","  22.2",",,,7,5,2","   4.4",",,,7,3,2","   8.9",",,,7,5,2","   6.7",",,,7,3,2","   9.4",",,,7,5,2","   9.4",",,,7,3,2","  13.9",",,,7,5,2","  12.0",",,,7,3,2","  15.5",",,,7,5,2","68.4",",,,7","0",",T,,7","12.79",",7","18.37",",,,7","7.22",",,,7","292",",7","20.1",",7"
"USC00116344","2018-11","40.1101","-87.9567","205.7","OGDEN, IL US","4.0",",7","702.5","7","0.0",",7","15",",7","8",",7","0",",7","3",",7","1",",7","0",",7","19",",7","4",",7","0",",7","0",",7","23","","20181129",",,7","20181115",",,7","20181115",",,7","","","20181102",",,7","20181125","+,,7","-9.4",",7,29,","51",",,7,15,","48",",,7,15,","23.9",",,7,02,","13.3",",7,25,+","0.0",",,,7","719.6","7","   8.3",",,,7,3,2","  12.2","1,,,7,5,2","482.8",",7","   8.9",",,,7,3,2","  12.8","2,,,7,5,2","  -1.7",",,,7,3,2","   2.2","1,,,7,5,2","  -1.7",",,,7,3,2","   2.8","2,,,7,5,2","   1.4",",,,7,3,2","   5.7","1,,,7,5,2","   2.8",",,,7,3,2","   6.8","2,,,7,5,2","93.8",",,,7","100",",,,7","2.24",",7","5.96",",,,7","-1.48",",,,7","315",",7","19.7",",7"
"USC00116344","2018-12","40.1101","-87.9567","205.7","OGDEN, IL US","3.3",",7","702.5","7","0.0",",7","12",",7","6",",7","0",",7","1",",7","1",",7","0",",7","25",",7","5",",7","0",",7","0",",7","30","","20181208",",,7","20181207",",,7","20181207",",,7","","","20181228",",,7","20181202",",,7","-12.8",",7,08,","25",",,7,07,","33",",,7,07,","16.0",",,7,28,","14.4",",7,02,","0.0",",,,7","1253.5","7","   2.2",",,,7,3,2","   6.1","1,,,7,5,2","533.9",",7","   3.9",",,,7,3,2","   7.8","1,,,7,5,2","  -4.4",",,,7,3,2","   0.6","1,,,7,5,2","  -3.9",",,,7,3,2","   1.1","1,,,7,5,2","  -2.1",",,,7,3,2","   2.5","1,,,7,5,2","  -0.7",",,,7,3,2","   3.7","1,,,7,5,2","66.3",",,,7","43",",,,7","1.11",",7","5.40",",,,7","-3.18",",,,7","180",",7","19.2",",7"
"USC00116344","2019-01","40.1101","-87.9567","205.7","OGDEN, IL US","4.1",",7","0.0","7","0.0",",7","14",",7","10",",7","1",",7","15",",7","4",",7","3",",7","27",",7","13",",7","0",",7","0",",7","22","","20190131",",,7","20190114","+,,7","20190113",",,7","","","20190101",",,7","20190108",",,7","-26.1",",7,31,","152",",,7,14,+","89",",,7,13,","36.8",",,7,01,","13.3",",7,08,","0.0",",,,7","1942.7","7","   3.3",",,,7,3,2","   3.9",",,,7,5,2","689.2",",7","   5.6",",,,7,3,2","   6.1",",,,7,5,2","  -4.4",",,,7,3,2","  -3.3",",,,7,5,2","  -1.7",",,,7,3,2","  -0.6",",,,7,5,2","  -0.5",",,,7,3,2","   0.8",",,,7,5,2","   0.6",",,,7,3,2","   1.6",",,,7,5,2","92.4",",,,7","283",",,,7","-3.90",",7","0.37",",,,7","-8.17",",,,7","315",",7","20.1",",7"
"USC00116344","2019-02","40.1101","-87.9567","205.7","OGDEN, IL US","4.6",",7","0.0","7","0.0",",7","11",",7","6",",7","0",",7","3",",7","1",",7","1",",7","25",",7","8",",7","0",",7","0",",7","22","","20190201",",,7","20190211","+,,7","20190211",",,7","","","20190212",",,7","20190205","+,,7","-22.8",",7,01,","25",",,7,11,+","36",",,7,11,","14.7",",,7,12,","12.8",",7,05,+","0.0",",,,7","2499.9","7","  -1.7",",,,7,3,2","  -0.6",",,,7,5,2","557.2",",7","  -0.6",",,,7,3,2","   0.0",",,,7,5,2","  -5.0",",,,7,3,2","  -3.9",",,,7,5,2","  -3.9",",,,7,3,2","  -2.2",",,,7,5,2","  -2.0",",,,7,3,2","  -0.9",",,,7,5,2","  -1.5",",,,7,3,2","  -0.6",",,,7,5,2","52.4",",,,7","71",",,,7","-1.57",",7","2.80",",,,7","-5.93",",,,7","247",",7","25.5",",7"
"USC00116344","2019-03","40.1101","-87.9567","205.7","OGDEN, IL US","4.1",",7","0.0","7","0.0",",7","16",",7","9",",7","1",",7","4",",7","1",",7","2",",7","23",",7","5",",7","0",",7","0",",7","23","","20190305",",,7","20190308","+,,7","20190304",",,7","","","20190310",",,7","20190315",",,7","-19.4",",7,05,","25",",,7,08,+","36",",,7,04,","26.9",",,7,10,","20.0",",7,15,","0.0",",,,7","3001.6","7","  10.0","1,,,7,3,2","   9.4",",,,7,5,2","501.7",",7","  12.8","1,,,7,3,2","  10.0",",,,7,5,2","  -1.7","1,,,7,3,2","  -0.6",",,,7,5,2","  -1.1","1,,,7,3,2","  -0.6",",,,7,5,2","   0.8","1,,,7,3,2","   2.3",",,,7,5,2","   3.5","1,,,7,3,2","   4.0",",,,7,5,2","126.3",",,,7","60",",,,7","2.15",",7","7.42",",,,7","-3.12",",,,7","180",",7","21.5",",7"
"USC00116344","2019-04","40.1101","-87.9567","205.7","OGDEN, IL US","3.6",",7","1.1","7","1.1",",7","13",",7","9",",7","1",",7","0",",7","0",",7","0",",7","4",",7","0",",7","8",",7","0",",7","18","","20190401",",,7","20190430","+,,7","20190415",",,7","","","20190426",",,7","20190423",",,7","-3.3",",7,01,","0",",,7,30,+","0",",T,7,15,","25.7",",,7,26,","26.1",",7,23,","69.1",",,,7","3224.0","7","  11.7",",,,7,3,2","  12.2",",,,7,5,2","222.4",",7","  18.3",",,,7,3,2","  14.4",",,,7,5,2","   2.2",",,,7,3,2","   3.3",",,,7,5,2","   6.7",",,,7,3,2","   5.6",",,,7,5,2","   7.8",",,,7,3,2","   9.0",",,,7,5,2","  13.3",",,,7,3,2","  11.6",",,,7,5,2","120.9",",,,7","0",",T,,7","10.96",",7","16.67",",,,7","5.24",",,,7","225",",7","21.9",",7"
"USC00116344","2019-05","40.1101","-87.9567","205.7","OGDEN, IL US","3.6",",7","46.7","7","45.6",",7","17",",7","11",",7","1",",7","0",",7","0",",7","0",",7","0",",7","0",",7","19",",7","0",",7","27","","20190512",",,7","20190531","+,,7","20190529",",,7","3","","20190529",",,7","20190525","+,,7","5.6",",7,12,","0",",,7,31,+","0",",T,7,29,","25.7",",,7,29,","30.6",",7,25,+","77.0",",,,7","3308.1","7","  20.6",",,,7,3,2","  21.1",",,,7,5,2","84.1",",7","  26.1",",,,7,3,2","  23.3",",,,7,5,2","  10.0",",,,7,3,2","  11.1",",,,7,5,2","  11.7",",,,7,3,2","  12.8",",,,7,5,2","  14.9",",,,7,3,2","  15.6",",,,7,5,2","  20.3",",,,7,3,2","  18.2",",,,7,5,2","125.5",",,,7","0",",T,,7","17.09",",7","22.44",",,,7","11.74",",,,7","315",",7","23.2",",7"
"USC00116344","2019-06","40.1101","-87.9567","205.7","OGDEN, IL US","3.0",",7","145.9","7","99.2",",7","13",",7","6",",7","1",",7","0",",7","0",",7","0",",7","0",",7","0",",7","29",",7","1",",7","25","","20190615","+,,7","20190630","+,,7","20190630","+,,7","","","20190613",",,7","20190630",",,7","10.0",",7,15,+","0",",,7,30,+","0",",,7,30,+","28.7",",,7,13,","32.8",",7,30,","95.7",",,,7","3312.6","7","  22.8",",,,7,3,2","  23.3",",,,7,5,2","4.5",",7","  30.6",",,,7,3,2","  25.6",",,,7,5,2","  15.0",",,,7,3,2","  17.2",",,,7,5,2","  20.6",",,,7,3,2","  19.4",",,,7,5,2","  19.6",",,,7,3,2","  20.4",",,,7,5,2","  25.6",",,,7,3,2","  22.4",",,,7,5,2","90.7",",,,7","0",",,,7","21.49",",7","26.67",",,,7","16.32",",,,7","247",",7","21.9",",7"
"USC00116344","2019-07","40.1101","-87.9567","205.7","OGDEN, IL US","1.6",",7","342.8","7","196.9",",7","9",",7","7",",7","1",",7","0",",7","0",",7","0",",7","0",",7","0",",7","31",",7","7",",7","26","","20190724","+,,7","20190731","+,,7","20190731","+,,7","3","","20190701",",,7","20190701",",,7","13.3",",7,24,+","0",",,7,31,+","0",",,7,31,+","56.1",",,7,01,","33.9",",7,01,","106.0",",,,7","0.0","7","  26.1",",,,7,3,2","  26.1",",,,7,5,2","0.0",",7","  31.7",",,,7,3,2","  28.3",",,,7,5,2","  20.6",",,,7,3,2","  21.7",",,,7,5,2","  25.6",",,,7,3,2","  23.3",",,,7,5,2","  23.2",",,,7,3,2","  24.1",",,,7,5,2","  29.0",",,,7,3,2","  25.9",",,,7,5,2","103.6",",,,7","0",",,,7","24.69",",7","30.13",",,,7","19.24",",,,7","337",",7","22.8",",7"
"USC00116344","2019-08","40.1101","-87.9567","205.7","OGDEN, IL US","1.2",",7","463.2","7","120.4",",7","11",",7","7",",7","0",",7","0",",7","0",",7","0",",7","0",",7","0",",7","31",",7","0",",7","19","","20190825",",,7","20190831","+,,7","20190831","+,,7","1","","20190819",",,7","20190809","+,,7","12.8",",7,25,","0",",,7,31,+","0",",,7,31,+","14.2",",,7,19,","31.7",",7,09,+","86.0",",,,7","0.0","7","  22.8",",,,7,3,2","  23.3",",,,7,5,2","0.0",",7","  29.4",",,,7,3,2","  25.6",",,,7,5,2","  18.9",",,,7,3,2","  20.6",",,,7,5,2","  22.8",",,,7,3,2","  22.8",",,,7,5,2","  21.3",",,,7,3,2","  22.4",",,,7,5,2","  26.6",",,,7,3,2","  24.0",",,,7,5,2","46.8",",,,7","0",",,,7","22.22",",7","27.59",",,,7","16.85",",,,7","292",",7","21.9",",7"
"USC00116344","2019-09","40.1101","-87.9567","205.7","OGDEN, IL US","1.4",",7","564.5","7","101.3",",7","12",",7","9",",7","0",",7","0",",7","0",",7","0",",7","0",",7","0",",7","30",",7","1",",7","23","","20190925",",,7","20190930","+,,7","20190930","+,,7","","","20190923",",,7","20190913",",,7","11.7",",7,25,","0",",,7,30,+","0",",,7,30,+","19.1",",,7,23,","32.8",",7,13,","72.6",",,,7","1.4","7","  22.2",",,,7,3,2","  22.8",",,,7,5,2","1.4",",7","  28.3",",,,7,3,2","  25.0",",,,7,5,2","  16.7",",,,7,3,2","  18.3",",,,7,5,2","  20.6",",,,7,3,2","  20.0",",,,7,5,2","  19.5",",,,7,3,2","  20.9",",,,7,5,2","  24.5",",,,7,3,2","  22.6",",,,7,5,2","77.3",",,,7","0",",,,7","21.66",",7","27.24",",,,7","16.08",",,,7","180",",7","14.8",",7"
"USC00116344","2019-10","40.1101","-87.9567","205.7","OGDEN, IL US","3.2",",7","586.2","7","21.7",",7","10",",7","6",",7","1",",7","0",",7","0",",7","0",",7","0",",7","0",",7","9",",7","1",",7","11","","20191013",",,7","20191031","+,,7","20191031",",,7","","","20191027",",,7","20191002",",,7","0.6",",7,13,","0",",,7,31,+","0",",T,7,31,","48.3",",,7,27,","32.2",",7,02,","44.8",",,,7","192.5","7","  21.7",",,,7,3,2","  22.2",",,,7,5,2","191.1",",7","  25.0",",,,7,3,2","  23.3",",,,7,5,2","   4.4",",,,7,3,2","   9.4",",,,7,5,2","   9.4",",,,7,3,2","  10.6",",,,7,5,2","  12.7",",,,7,3,2","  14.3",",,,7,5,2","  15.9",",,,7,3,2","  15.7",",,,7,5,2","107.8",",,,7","0",",T,,7","12.87",",7","18.30",",,,7","7.44",",,,7","180",",7","18.3",",7"
"USC00116344","2019-11","40.1101","-87.9567","205.7","OGDEN, IL US","3.5",",7","586.2","7","0.0",",7","11",",7","5",",7","0",",7","4",",7","1",",7","0",",7","19",",7","2",",7","0",",7","0",",7","14","","20191113",",,7","20191112",",,7","20191112",",,7","","","20191130",",,7","20191111",",,7","-15.6",",7,13,","76",",,7,12,","79",",,7,12,","16.0",",,7,30,","15.0",",7,11,","0.0",",,,7","678.8","7","   7.8",",,,7,3,2","   7.8",",,,7,5,2","486.3",",7","   8.9",",,,7,3,2","   9.4",",,,7,5,2","   2.8",",,,7,3,2","   0.0",",,,7,5,2","   3.9",",,,7,3,2","   3.9",",,,7,5,2","   4.9",",,,7,3,2","   5.6",",,,7,5,2","   6.5",",,,7,3,2","   6.7",",,,7,5,2","54.9",",,,7","104",",,,7","2.12",",7","6.98",",,,7","-2.74",",,,7","270",",7","22.8",",7"
"USC00116344","2019-12","40.1101","-87.9567","205.7","OGDEN, IL US","3.7",",7","586.2","7","0.0",",7","8",",7","6",",7","0",",7","8",",7","1",",7","0",",7","25",",7","6",",7","0",",7","0",",7","19","","20191219",",,7","20191218","+,,7","20191216",",,7","","","20191229",",,7","20191227",",,7","-14.4",",7,19,","76",",,7,18,+","79",",,7,16,","17.0",",,7,29,","17.8",",7,27,","0.0",",,,7","1209.0","7","   7.2",",,,7,3,2","   7.8",",,,7,5,2","530.2",",7","   8.9",",,,7,3,2","   8.3",",,,7,5,2","   1.1",",,,7,3,2","  -1.7",",,,7,5,2","   1.7",",,,7,3,2","   1.7",",,,7,5,2","   2.5",",,,7,3,2","   3.2",",,,7,5,2","   4.3",",,,7,3,2","   4.4",",,,7,5,2","51.2",",,,7","102",",,,7","1.23",",7","6.11",",,,7","-3.65",",,,7","270",",7","16.5",",7"
"USC00116344","2020-01","40.1101","-87.9567","205.7","OGDEN, IL US","3.4",",7","0.0","7","0.0",",7","12",",7","5",",7","1",",7","1",",7","0",",7","0",",7","25",",7","4",",7","0",",7","0",",7","24","","20200120","+,,7","20200131",",,7","20200131",",,7","","","20200111",",,7","20200111",",,7","-14.4",",7,20,+","25",",,7,31,","15",",,7,31,","53.8",",,7,11,","14.4",",7,11,","0.0",",,,7","1776.2","7","   3.9",",,,7,3,2","   5.0",",,,7,5,2","567.2",",7","  10.0",",,,7,3,2","  10.0",",,,7,5,2","  -1.7",",,,7,3,2","   0.0",",,,7,5,2","  -0.6",",,,7,3,2","   0.0",",,,7,5,2","   0.8",",,,7,3,2","   1.9",",,,7,5,2","   2.7",",,,7,3,2","   2.9",",,,7,5,2","122.8",",,,7","58",",,,7","0.04",",7","3.41",",,,7","-3.34",",,,7","270",",7","20.1",",7"
"USC00116344","2020-02","40.1101","-87.9567","205.7","OGDEN, IL US","3.8",",7","0.0","7","0.0",",7","11",",7","7",",7","0",",7","11",",7","5",",7","2",",7","24",",7","6",",7","0",",7","0",",7","21","","20200215",",,7","20200215","+,,7","20200213",",,7","","","20200218",",,7","20200204",",,7","-20.6",",7,15,","76",",,7,15,+","86",",,7,13,","17.3",",,7,18,","18.9",",7,04,","0.0",",,,7","2319.7","7","   2.8",",,,7,3,2","   3.3",",,,7,5,2","543.5",",7","   6.1",",,,7,3,2","   5.6",",,,7,5,2","   0.0",",,,7,3,2","   0.0",",,,7,5,2","   0.0",",,,7,3,2","   0.6",",,,7,5,2","   1.1",",,,7,3,2","   1.4",",,,7,5,2","   2.3",",,,7,3,2","   2.2",",,,7,5,2","65.1",",,,7","291",",,,7","-0.41",",7","3.72",",,,7","-4.53",",,,7","45",",7","14.8",",7"
"USC00116344","2020-03","40.1101","-87.9567","205.7","OGDEN, IL US","3.7",",7","0.0","7","0.0",",7","13",",7","8",",7","0",",7","0",",7","1",",7","0",",7","12",",7","0",",7","0",",7","0",",7","21","","20200301",",,7","20200323","+,,7","20200315",",,7","","","20200310",",,7","20200329",",,7","-9.4",",7,01,","0",",T,7,23,+","53",",,7,15,","14.2",",,7,10,","20.6",",7,29,","5.3",",,,7","2697.2","7","  10.0",",,,7,3,2","   9.4",",,,7,5,2","377.5",",7","  12.8",",,,7,3,2","  12.8",",,,7,5,2","   0.0",",,,7,3,2","   0.6",",,,7,5,2","   1.1",",,,7,3,2","   1.1",",,,7,5,2","   4.5",",,,7,3,2","   4.9",",,,7,5,2","   6.9",",,,7,3,2","   6.9",",,,7,5,2","77.7",",,,7","71",",,,7","6.15",",7","11.24",",,,7","1.07",",,,7","270",",7","19.2",",7"
"USC00116344","2020-04","40.1101","-87.9567","205.7","OGDEN, IL US","3.4",",7","3.0","7","3.0",",7","14",",7","8",",7","2",",7","0",",7","0",",7","0",",7","10",",7","0",",7","5",",7","0",",7","17","","20200417","+,,7","20200430","+,,7","20200416","+,,7","1","","20200426",",,7","20200409",",,7","-4.4",",7,17,+","0",",,7,30,+","0",",T,7,16,+","34.3",",,7,26,","28.9",",7,09,","51.7",",,,7","2972.7","7","  11.1",",,,7,3,2","  12.8",",,,7,5,2","275.5",",7","  17.8",",,,7,3,2","  15.0",",,,7,5,2","   3.9",",,,7,3,2","   5.6",",,,7,5,2","   6.7",",,,7,3,2","   7.2",",,,7,5,2","   7.7",",,,7,3,2","   8.9",",,,7,5,2","  11.8",",,,7,3,2","  11.2",",,,7,5,2","114.3",",,,7","0",",T,,7","9.25",",7","16.00",",,,7","2.50",",,,7","315",",7","20.6",",7"
"USC00116344","2020-05","40.1101","-87.9567","205.7","OGDEN, IL US","2.9",",7","38.3","7","35.3",",7","17",",7","8",",7","2",",7","0",",7","0",",7","0",",7","2",",7","0",",7","15",",7","0",",7","20","","20200510",",,7","20200531","+,,7","20200531","+,,7","1","","20200525",",,7","20200525",",,7","-2.2",",7,10,","0",",,7,31,+","0",",,7,31,+","35.6",",,7,25,","31.1",",7,25,","65.0",",,,7","3103.9","7","  20.0",",,,7,3,2","  20.6","1,,,7,5,2","131.2",",7","  26.1",",,,7,3,2","  22.2",",,,7,5,2","   7.2",",,,7,3,2","  10.0","1,,,7,5,2","  10.0",",,,7,3,2","  10.6",",,,7,5,2","  13.0",",,,7,3,2","  14.5","1,,,7,5,2","  17.9",",,,7,3,2","  16.6",",,,7,5,2","135.6",",,,7","0",",,,7","15.24",",7","20.97",",,,7","9.51",",,,7","247",",7","20.1",",7"
"USC00116344","2020-06","40.1101","-87.9567","205.7","OGDEN, IL US","2.3",",7","173.3","7","135.0",",7","10",",7","8",",7","2",",7","0",",7","0",",7","0",",7","0",",7","0",",7","30",",7","7",",7","11","","20200616",",,7","20200630","+,,7","20200630","+,,7","1","","20200604",",,7","20200603",",,7","10.6",",7,16,","0",",,7,30,+","0",",,7,30,+","77.5",",,7,04,","34.4",",7,03,","110.1",",,,7","3105.0","7","  23.3",",,,7,3,2","  23.9",",,,7,5,2","1.1",",7","  28.3",",,,7,3,2","  26.1",",,,7,5,2","  16.1",",,,7,3,2","  17.8",",,,7,5,2","  21.7",",,,7,3,2","  18.9",",,,7,5,2","  19.7",",,,7,3,2","  20.7",",,,7,5,2","  26.0",",,,7,3,2","  23.3",",,,7,5,2","152.5",",,,7","0",",,,7","22.80",",7","29.48",",,,7","16.11",",,,7","180",",7","19.7",",7"
"USC00116344","2020-07","40.1101","-87.9567","205.7","OGDEN, IL US","1.3",",7","371.7","7","198.4",",7","11",",7","8",",7","1",",7","0",",7","0",",7","0",",7","0",",7","0",",7","31",",7","10",",7","28","","20200715",",,7","20200731","+,,7","20200731","+,,7","1","","20200722",",,7","20200708",",,7","15.6",",7,15,","0",",,7,31,+","0",",,7,31,+","29.2",",,7,22,","34.4",",7,08,","90.1",",,,7","0.0","7","  24.4",",,,7,3,2","  25.0",",,,7,5,2","0.0",",7","  29.4",",,,7,3,2","  27.2",",,,7,5,2","  20.6",",,,7,3,2","  22.2",",,,7,5,2","  25.0",",,,7,3,2","  24.4",",,,7,5,2","  22.8",",,,7,3,2","  23.8",",,,7,5,2","  27.7",",,,7,3,2","  25.9",",,,7,5,2","122.9",",,,7","0",",,,7","24.73",",7","30.67",",,,7","18.79",",,,7","270",",7","22.8",",7"
"USC00116344","2020-08","40.1101","-87.9567","205.7","OGDEN, IL US","1.2",",7","490.8","7","119.1",",7","4",",7","2",",7","0",",7","0",",7","0",",7","0",",7","0",",7","0",",7","31",",7","5",",7","20","","20200806",",,7","20200831","+,,7","20200831","+,,7","","","20200802",",,7","20200826","+,,7","10.0",",7,06,","0",",,7,31,+","0",",,7,31,+","19.1",",,7,02,","33.3",",7,26,+","87.8",",,,7","3.0","7","  23.9",",,,7,3,2","  24.4",",,,7,5,2","3.0",",7","  31.7",",,,7,3,2","  26.7",",,,7,5,2","  18.3",",,,7,3,2","  20.0",",,,7,5,2","  22.8",",,,7,3,2","  22.8",",,,7,5,2","  21.1",",,,7,3,2","  22.2",",,,7,5,2","  27.0",",,,7,3,2","  24.5",",,,7,5,2","30.8",",,,7","0",",,,7","22.08",",7","28.51",",,,7","15.65",",,,7","337",",7","15.2",",7"
"USC00116344","2020-09","40.1101","-87.9567","205.7","OGDEN, IL US","1.9",",7","534.9","7","44.1",",7","6",",7","6",",7","0",",7","0",",7","0",",7","0",",7","0",",7","0",",7","27",",7","0",",7","17","","20200920",",,7","20200930","+,,7","20200930","+,,7","","","20200907",",,7","20200904",",,7","4.4",",7,20,","0",",,7,30,+","0",",,7,30,+","14.7",",,7,07,","31.1",",7,04,","60.3",",,,7","39.6","7","  22.2",",,,7,3,2","  23.3",",,,7,5,2","36.6",",7","  27.2",",,,7,3,2","  24.4",",,,7,5,2","  13.9",",,,7,3,2","  14.4",",,,7,5,2","  16.7",",,,7,3,2","  15.6",",,,7,5,2","  17.9",",,,7,3,2","  18.5",",,,7,5,2","  22.4",",,,7,3,2","  20.5",",,,7,5,2","50.1",",,,7","0",",,,7","18.59",",7","25.40",",,,7","11.77",",,,7","180",",7","13.0",",7"
"USC00116344","2020-10","40.1101","-87.9567","205.7","OGDEN, IL US","2.6",",7","541.5","7","6.6",",7","14",",7","7",",7","0",",7","0",",7","0",",7","0",",7","6",",7","0",",7","12",",7","0",",7","15","","20201017",",,7","20201031","+,,7","20201031","+,,7","","","20201021",",,7","20201010",",,7","-2.2",",7,17,","0",",,7,31,+","0",",,7,31,+","24.1",",,7,21,","28.9",",7,10,","42.2",",,,7","265.3","7","  15.6",",,,7,3,2","  15.0",",,,7,5,2","225.7",",7","  20.0",",,,7,3,2","  17.8",",,,7,5,2","   7.2",",,,7,3,2","   6.7",",,,7,5,2","   8.9",",,,7,3,2","   7.8",",,,7,5,2","  11.5",",,,7,3,2","  11.1",",,,7,5,2","  14.4",",,,7,3,2","  12.9",",,,7,5,2","61.7",",,,7","0",",,,7","11.27",",7","17.96",",,,7","4.57",",,,7","189",",7","18.8",",7"
